scan_id,organs_in_report,lost_by_threshold,retained_by_threshold
train_2870_a,"['rib', 'scapula', 'esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'pancreas', 'humerus', 'heart', 'lung']",[],"['rib', 'scapula', 'esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'pancreas', 'humerus', 'heart', 'lung']"
train_14239_a,"['heart', 'lung']",[],"['heart', 'lung']"
train_10190_a,"['gluteus', 'autochthon', 'lung', 'spleen']",['gluteus'],"['autochthon', 'lung', 'spleen']"
train_13717_a,"['heart', 'trachea', 'lung', 'stomach']",[],"['heart', 'trachea', 'lung', 'stomach']"
train_8507_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_7405_a,"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'gallbladder', 'pancreas', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'gallbladder', 'pancreas', 'heart', 'lung']"
train_15274_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_5665_a,"['gallbladder', 'heart', 'lung', 'kidney']",[],"['gallbladder', 'heart', 'lung', 'kidney']"
train_19256_a,"['liver', 'esophagus', 'lung']",[],"['liver', 'esophagus', 'lung']"
train_14829_a,"['esophagus', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']"
train_15448_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_15989_a,"['trachea', 'esophagus', 'heart', 'lung']","['trachea', 'esophagus', 'heart', 'lung']",[]
train_6693_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_17648_a,"['spleen', 'trachea', 'gallbladder', 'heart', 'lung']",[],"['spleen', 'trachea', 'gallbladder', 'heart', 'lung']"
train_1595_a,"['liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_2914_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_19436_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_11556_a,"['liver', 'lung']",[],"['liver', 'lung']"
train_11556_b,['lung'],[],['lung']
train_13994_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_16753_a,"['trachea', 'heart', 'lung', 'gallbladder']",[],"['trachea', 'heart', 'lung', 'gallbladder']"
train_10299_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_9332_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_106_a,"['esophagus', 'heart', 'lung', 'aorta']",[],"['esophagus', 'heart', 'lung', 'aorta']"
train_11806_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_16290_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_16290_b,"['trachea', 'lung']",[],"['trachea', 'lung']"
train_6470_a,"['heart', 'lung', 'kidney']",[],"['heart', 'lung', 'kidney']"
train_12102_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_10094_b,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_10094_a,"['esophagus', 'heart', 'lung']",[],"['esophagus', 'heart', 'lung']"
train_10094_c,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_16112_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_19370_a,"['trachea', 'heart', 'esophagus', 'lung']",[],"['trachea', 'heart', 'esophagus', 'lung']"
train_1140_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_13144_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_11380_b,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_11380_a,"['spleen', 'liver', 'aorta', 'heart', 'lung']",[],"['spleen', 'liver', 'aorta', 'heart', 'lung']"
train_10027_a,"['heart', 'lung', 'aorta']",[],"['heart', 'lung', 'aorta']"
train_10027_b,"['esophagus', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'kidney', 'aorta', 'heart', 'lung']"
train_2172_a,"['heart', 'trachea', 'lung']",[],"['heart', 'trachea', 'lung']"
train_13664_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_2008_a,"['esophagus', 'liver', 'colon', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'colon', 'trachea', 'heart', 'lung']"
train_8667_a,"['heart', 'lung']",[],"['heart', 'lung']"
train_10316_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_9436_a,"['liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['liver', 'trachea', 'aorta', 'heart', 'lung']"
train_2222_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_19904_a,"['rib', 'esophagus', 'liver', 'trachea', 'aorta', 'gallbladder', 'lung']",[],"['rib', 'esophagus', 'liver', 'trachea', 'aorta', 'gallbladder', 'lung']"
train_13462_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_12482_a,"['heart', 'trachea', 'esophagus', 'lung']",[],"['heart', 'trachea', 'esophagus', 'lung']"
train_13234_a,"['esophagus', 'heart', 'lung', 'kidney']",[],"['esophagus', 'heart', 'lung', 'kidney']"
train_15977_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_19963_a,"['esophagus', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'heart', 'lung']"
train_19857_a,"['scapula', 'esophagus', 'trachea', 'aorta', 'humerus', 'heart', 'lung', 'stomach']",[],"['scapula', 'esophagus', 'trachea', 'aorta', 'humerus', 'heart', 'lung', 'stomach']"
train_16020_a,"['colon', 'aorta', 'pancreas', 'gluteus', 'heart', 'rib', 'esophagus', 'liver', 'clavicula', 'iliopsoas', 'face', 'scapula', 'femur', 'hip', 'spleen', 'autochthon', 'kidney', 'sacrum', 'gallbladder', 'humerus', 'lung', 'stomach', 'brain', 'trachea']","['gluteus', 'face', 'femur', 'hip', 'sacrum', 'brain']","['colon', 'aorta', 'pancreas', 'heart', 'rib', 'esophagus', 'liver', 'clavicula', 'iliopsoas', 'scapula', 'spleen', 'autochthon', 'kidney', 'gallbladder', 'humerus', 'lung', 'stomach', 'trachea']"
train_18469_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_14932_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_9050_b,"['esophagus', 'liver', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'liver', 'aorta', 'gallbladder', 'heart', 'lung']"
train_9050_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_15341_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_15341_b,"['esophagus', 'spleen', 'aorta', 'heart', 'lung']",[],"['esophagus', 'spleen', 'aorta', 'heart', 'lung']"
train_103_a,"['liver', 'esophagus', 'lung', 'aorta']",[],"['liver', 'esophagus', 'lung', 'aorta']"
train_11856_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_15909_a,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",['kidney'],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_17077_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_11633_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_16533_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_4604_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_7893_a,"['colon', 'aorta', 'pancreas', 'gluteus', 'heart', 'rib', 'esophagus', 'liver', 'clavicula', 'iliopsoas', 'face', 'scapula', 'femur', 'hip', 'spleen', 'autochthon', 'kidney', 'sacrum', 'gallbladder', 'humerus', 'lung', 'stomach', 'brain', 'trachea']","['gluteus', 'face', 'femur', 'hip', 'sacrum', 'humerus', 'brain']","['colon', 'aorta', 'pancreas', 'heart', 'rib', 'esophagus', 'liver', 'clavicula', 'iliopsoas', 'scapula', 'spleen', 'autochthon', 'kidney', 'gallbladder', 'lung', 'stomach', 'trachea']"
train_19683_d,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_19683_b,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_19683_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_19683_c,"['esophagus', 'liver', 'trachea', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'gallbladder', 'heart', 'lung']"
train_2972_a,"['spleen', 'liver', 'trachea', 'kidney', 'heart', 'lung']",[],"['spleen', 'liver', 'trachea', 'kidney', 'heart', 'lung']"
train_17710_b,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_17710_a,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'lung']"
train_9385_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_8846_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_7032_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_11284_a,"['esophagus', 'liver', 'trachea', 'aorta', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_18197_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_17050_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_12384_a,"['trachea', 'heart', 'esophagus', 'lung']",[],"['trachea', 'heart', 'esophagus', 'lung']"
train_15426_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung', 'stomach']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung', 'stomach']"
train_8747_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_17463_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_17855_a,"['trachea', 'lung', 'aorta']",[],"['trachea', 'lung', 'aorta']"
train_19863_a,"['esophagus', 'spleen', 'liver', 'colon', 'kidney', 'aorta', 'gallbladder', 'pancreas', 'lung']",['colon'],"['esophagus', 'spleen', 'liver', 'kidney', 'aorta', 'gallbladder', 'pancreas', 'lung']"
train_14882_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_10191_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_1243_a,"['colon', 'aorta', 'pancreas', 'gluteus', 'heart', 'rib', 'esophagus', 'liver', 'clavicula', 'iliopsoas', 'face', 'scapula', 'femur', 'hip', 'spleen', 'autochthon', 'kidney', 'sacrum', 'gallbladder', 'humerus', 'lung', 'stomach', 'brain', 'trachea']","['pancreas', 'gluteus', 'face', 'femur', 'kidney', 'sacrum', 'gallbladder', 'brain']","['colon', 'aorta', 'heart', 'rib', 'esophagus', 'liver', 'clavicula', 'iliopsoas', 'scapula', 'hip', 'spleen', 'autochthon', 'humerus', 'lung', 'stomach', 'trachea']"
train_7288_a,"['esophagus', 'liver', 'trachea', 'aorta', 'gallbladder', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'gallbladder', 'lung']"
train_8821_a,"['esophagus', 'liver', 'kidney', 'aorta', 'lung']",[],"['esophagus', 'liver', 'kidney', 'aorta', 'lung']"
train_15447_a,"['liver', 'trachea', 'lung', 'aorta']",[],"['liver', 'trachea', 'lung', 'aorta']"
train_12046_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_16445_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_1569_a,"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_19521_a,"['rib', 'esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['rib', 'esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_15193_a,"['rib', 'esophagus', 'colon', 'heart', 'lung']",[],"['rib', 'esophagus', 'colon', 'heart', 'lung']"
train_2749_b,"['liver', 'trachea', 'esophagus']",[],"['liver', 'trachea', 'esophagus']"
train_2749_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_15626_a,"['esophagus', 'colon', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'colon', 'trachea', 'aorta', 'heart', 'lung']"
train_3280_a,"['trachea', 'lung']",[],"['trachea', 'lung']"
train_14445_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_4431_a,"['esophagus', 'trachea', 'kidney', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'heart', 'lung']"
train_8990_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_19181_a,"['liver', 'esophagus', 'heart', 'lung']",[],"['liver', 'esophagus', 'heart', 'lung']"
train_7479_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_14099_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_2283_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_5347_a,"['heart', 'lung']",[],"['heart', 'lung']"
train_16200_a,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_17409_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_9232_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_13700_a,"['esophagus', 'spleen', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'spleen', 'trachea', 'aorta', 'heart', 'lung']"
train_16625_a,"['rib', 'esophagus', 'trachea', 'kidney', 'aorta', 'pancreas', 'heart', 'lung']",[],"['rib', 'esophagus', 'trachea', 'kidney', 'aorta', 'pancreas', 'heart', 'lung']"
train_3663_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_19071_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_12282_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_12103_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_14598_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_8589_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_14580_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_7747_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_12169_b,"['esophagus', 'autochthon', 'trachea', 'heart', 'lung']",[],"['esophagus', 'autochthon', 'trachea', 'heart', 'lung']"
train_12169_a,"['trachea', 'esophagus', 'lung']",[],"['trachea', 'esophagus', 'lung']"
train_283_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_7161_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_3035_a,"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'pancreas', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'kidney', 'aorta', 'pancreas', 'heart', 'lung']"
train_3224_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_17617_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_19653_a,"['heart', 'trachea', 'lung']",[],"['heart', 'trachea', 'lung']"
train_17240_a,"['esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'spleen', 'liver', 'trachea', 'heart', 'lung']"
train_16362_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_17711_a,"['trachea', 'lung', 'gallbladder', 'aorta']",['gallbladder'],"['trachea', 'lung', 'aorta']"
train_15706_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_4854_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_14489_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_4161_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_4733_a,"['esophagus', 'heart', 'lung', 'aorta']",[],"['esophagus', 'heart', 'lung', 'aorta']"
train_8737_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_17952_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_9342_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_13739_a,"['heart', 'lung', 'aorta']","['heart', 'lung', 'aorta']",[]
train_13739_b,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_3851_a,"['liver', 'lung', 'aorta']",[],"['liver', 'lung', 'aorta']"
train_14515_a,"['trachea', 'esophagus', 'heart', 'lung']",[],"['trachea', 'esophagus', 'heart', 'lung']"
train_15856_a,"['esophagus', 'trachea', 'kidney', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['esophagus', 'trachea', 'kidney', 'heart', 'lung']"
train_7417_b,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_7417_a,"['liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['liver', 'trachea', 'aorta', 'heart', 'lung']"
train_12345_a,"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_5661_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_399_a,"['esophagus', 'trachea', 'kidney', 'heart', 'lung']",['kidney'],"['esophagus', 'trachea', 'heart', 'lung']"
train_12997_a,"['esophagus', 'trachea', 'heart', 'lung', 'stomach']",[],"['esophagus', 'trachea', 'heart', 'lung', 'stomach']"
train_1443_a,"['esophagus', 'spleen', 'liver', 'autochthon', 'trachea', 'aorta', 'lung']",[],"['esophagus', 'spleen', 'liver', 'autochthon', 'trachea', 'aorta', 'lung']"
train_18061_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_17200_a,"['esophagus', 'trachea', 'gallbladder', 'heart', 'lung']",['gallbladder'],"['esophagus', 'trachea', 'heart', 'lung']"
train_13790_a,"['rib', 'esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['rib', 'esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_3590_a,"['trachea', 'lung']",[],"['trachea', 'lung']"
train_14918_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_9542_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_16062_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_2275_a,"['heart', 'trachea', 'lung', 'aorta']",[],"['heart', 'trachea', 'lung', 'aorta']"
train_3478_a,"['liver', 'esophagus', 'heart', 'lung']",[],"['liver', 'esophagus', 'heart', 'lung']"
train_4411_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_670_a,"['rib', 'esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'pancreas', 'heart', 'lung']",[],"['rib', 'esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'pancreas', 'heart', 'lung']"
train_670_b,"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_9517_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_4387_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_5695_a,"['liver', 'esophagus', 'lung', 'aorta']",[],"['liver', 'esophagus', 'lung', 'aorta']"
train_4870_a,"['heart', 'trachea', 'lung', 'spleen']",[],"['heart', 'trachea', 'lung', 'spleen']"
train_3674_a,"['esophagus', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'trachea', 'aorta', 'heart', 'lung']"
train_4099_a,"['heart', 'esophagus', 'trachea', 'lung']",[],"['heart', 'esophagus', 'trachea', 'lung']"
train_8135_a,"['rib', 'esophagus', 'trachea', 'kidney', 'aorta', 'lung']",[],"['rib', 'esophagus', 'trachea', 'kidney', 'aorta', 'lung']"
train_13231_a,"['esophagus', 'trachea', 'lung']",[],"['esophagus', 'trachea', 'lung']"
train_13760_a,"['lung', 'gallbladder', 'stomach', 'spleen']",[],"['lung', 'gallbladder', 'stomach', 'spleen']"
train_2717_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_132_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_12126_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung', 'stomach']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung', 'stomach']"
train_19509_a,"['liver', 'trachea', 'heart', 'esophagus']",[],"['liver', 'trachea', 'heart', 'esophagus']"
train_8422_a,"['trachea', 'lung', 'aorta']",[],"['trachea', 'lung', 'aorta']"
train_14071_a,"['heart', 'trachea', 'lung', 'gallbladder']",['gallbladder'],"['heart', 'trachea', 'lung']"
train_3866_a,"['rib', 'liver', 'aorta', 'lung', 'stomach']",[],"['rib', 'liver', 'aorta', 'lung', 'stomach']"
train_5111_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_9923_a,"['spleen', 'liver', 'trachea', 'heart', 'lung']",[],"['spleen', 'liver', 'trachea', 'heart', 'lung']"
train_18750_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_11955_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_7645_a,"['rib', 'esophagus', 'trachea', 'aorta', 'lung']",[],"['rib', 'esophagus', 'trachea', 'aorta', 'lung']"
train_7645_b,"['esophagus', 'liver', 'aorta', 'gallbladder', 'heart', 'lung']",[],"['esophagus', 'liver', 'aorta', 'gallbladder', 'heart', 'lung']"
train_9780_a,"['trachea', 'kidney', 'aorta', 'heart', 'lung']",[],"['trachea', 'kidney', 'aorta', 'heart', 'lung']"
train_2603_a,"['esophagus', 'liver', 'trachea', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'heart', 'lung']"
train_6879_a,"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']",[],"['esophagus', 'liver', 'trachea', 'aorta', 'heart', 'lung']"
train_11715_a,"['esophagus', 'heart', 'lung', 'aorta']",[],"['esophagus', 'heart', 'lung', 'aorta']"
